date,PM2.5,Humidity,Precipitation,Temperature,Wind Speed
9/20/2022,17.81,85.54,0.45,73.51,3.12
9/21/2022,16.35,81.84,0.15,74,4
9/22/2022,14.52,82.46,3.505,74,4
9/23/2022,15.19,82.53,51.15,73.59,3.48
9/24/2022,14.58,79.15,6.5,73.55,3.52
9/25/2022,16.92,83.35,16.9,72.27,3.48
9/26/2022,18.44,80.87,17.3,72.01,3.27
9/27/2022,14.02,80.4,2.9,72.16,3.83
9/28/2022,17.54,80.62,0,72.58,3.73
9/29/2022,17.77,78.99,5.4,73.02,4.12
9/30/2022,20.83,80.13,11.25,72.89,3.18
6/1/2023,33.96,53.22,0,77.23,5.29
6/2/2023,34.46,52.69,0,76.62,4.62
6/3/2023,31.88,51.88,0,76.4,4.81
6/4/2023,31.67,51.14,0,76.81,4.21
6/5/2023,35.27,56.2,0,76.06,4.29
6/6/2023,32.29,54.87,0,75.12,4.17
6/7/2023,34.04,57.25,0,76.85,4.42
6/8/2023,36.65,53.31,0,79.18,4.5
6/9/2023,35.5,54.49,0,79.92,5.46
6/10/2023,39.67,60.73,0,78.58,6.08
6/11/2023,36.5,68.67,27.2,77.56,5.44
6/12/2023,31.46,79.22,10.6,75.12,4.58
6/13/2023,26.71,82.53,53,74.21,4.72
6/14/2023,25.21,84,37.2,72.63,4.34
6/15/2023,26.54,73.68,0,76.32,3.79
6/16/2023,34.42,69.42,0,77.38,3.77
6/17/2023,33.58,70.46,8.4,79.14,6.25
6/18/2023,25.02,77.62,12.4,76.66,5.35
6/19/2023,18.06,77.63,8.4,76.14,5.52
6/20/2023,19.96,72.02,0,76.92,4.83
6/21/2023,25.71,71.36,1,78.69,5.33
6/22/2023,19.54,75.45,9.8,77.86,5.08
6/23/2023,17.12,78.33,1.2,77.82,4.83
6/24/2023,10.56,78.53,15.6,76.4,5.02
6/25/2023,13.12,80.37,14.4,76.44,4.48
6/26/2023,14.94,79.37,13.2,76.18,4.15
6/27/2023,10.54,88.76,12,73.81,3.23
6/28/2023,9.73,81.92,10.8,75.5,4.88
6/29/2023,9.08,82.73,9.6,74.64,4.52
6/30/2023,9.75,89.24,8.4,72.69,3.5
7/1/2023,10.88,87.44,7.2,73.4,4.06
7/2/2023,13.96,83.2,6,75.54,3.77
7/3/2023,9.29,85.62,4.8,74.82,3.79
7/4/2023,12.31,91.35,3.6,72.72,2.48
7/5/2023,14.12,82.9,2.4,74.11,3.06
7/6/2023,19.12,77.47,1.2,77.08,4.29
7/7/2023,11,79.21,0,76.48,5.38
7/8/2023,8.9,78.2,1.6,76.14,4.54
7/9/2023,13.33,78.76,0,77.23,4.88
7/10/2023,15.4,81.95,2.2,76.32,4.46
7/11/2023,18.35,82.28,29,76.51,3.06
7/12/2023,20.85,83.73,27.6,75.8,3.58
7/13/2023,19.02,89.54,26.2,73.81,2.92
7/14/2023,23.71,89.27,24.4,73.1,2.12
7/15/2023,13.94,81.75,0.8,75.99,3.79
7/16/2023,14.83,86.82,2.6,74.82,4.02
7/17/2023,9.29,90.84,62.4,73.02,2.71
7/18/2023,8.96,87.98,1.8,74,1.94
7/19/2023,11.23,82.39,1.4,76.7,2.75
7/20/2023,17.46,83.38,3.2,77.38,3.6
7/21/2023,14.83,86.05,10,75.42,3.73
7/22/2023,10.23,84.72,0.8,75.91,4.76
7/23/2023,11.02,85.73,0.2,75.09,3.15
7/24/2023,13.35,85.75,1,74.38,3.54
7/25/2023,10.23,87.42,0.6,73.06,2.65
7/26/2023,11.94,81.06,0.2,74.9,3.19
7/27/2023,13.27,84.37,0.4,75.05,3.02
7/28/2023,10.48,85.68,0.4,74.75,4.31
7/29/2023,14.96,88.71,1.6,74.11,3.25
7/30/2023,14.02,89.86,5.2,74.26,2.79
7/31/2023,13.56,84.78,1,76.89,3.65
8/1/2023,9.35,86.56,1,76.25,3.48
8/2/2023,9.19,82.65,0,77.19,3.85
8/3/2023,9.08,85.06,0,76.18,3.83
8/4/2023,10.58,81.52,0,75.99,4.77
8/5/2023,10.5,85.52,0,74.79,3.77
8/6/2023,14.04,92.54,0,72.42,2.85
8/7/2023,12.5,93.91,0,73.06,2.6
8/8/2023,13.65,89.99,0,73.62,2.23
8/9/2023,16.48,89.33,0,74.71,2.92
8/10/2023,9.38,82.5,0,76.18,4.71
8/11/2023,15.29,87.05,0,75.65,3.33
8/12/2023,10.96,95.3,0,73.02,2.5
8/13/2023,12.67,96.91,0,69.39,2.35
8/14/2023,19.25,86.75,0,71.68,1.65
8/15/2023,18.15,81.5,0,75.8,3.65
8/16/2023,19.92,81.96,0,76.25,3.33
8/17/2023,18.1,77.78,0,77.71,3.62
8/18/2023,13.58,83.99,0,76.51,3.73
8/19/2023,12.6,77.95,0,77.38,5.29
8/20/2023,9.52,85.07,0,75.54,4.4
8/21/2023,12.56,96.21,0,70.32,2.98
8/22/2023,9.98,90.35,0,72.01,2.6
8/23/2023,10.9,97.55,0,70.47,1.6
8/24/2023,11.1,91.42,0,72.76,2.56
8/25/2023,8.77,95.63,0,71,3.69
8/26/2023,8.85,89.18,0,73.02,3.27
8/27/2023,12.67,81.16,0,75.01,3.69
8/28/2023,22.56,74.52,0,75.76,4.92
8/29/2023,21.4,76.96,0,75.05,4.31
8/30/2023,26.17,78.01,0,76.74,3.83
8/31/2023,22,80.54,0,75.61,3.98
9/1/2023,24.04,80.64,0,76.66,3.69
9/2/2023,26.23,80.03,0,77.75,4.5
9/3/2023,19.73,78.67,0,76.55,4.69
9/4/2023,9.69,74.59,0,76.36,3.92
9/5/2023,20.31,77.6,0,76.1,2.71
9/6/2023,20.17,73.27,0,76.96,4.25
9/7/2023,13.35,82.11,0,75.09,3.23
9/8/2023,10.88,85.67,0,74.08,2.77
9/9/2023,9.9,86.94,0,73.44,3.83
9/10/2023,11.21,82.29,0,75.42,3.88
9/11/2023,12.6,81.21,0,76.02,3.9
9/12/2023,18.31,89.22,0,72.73,3.48
9/13/2023,12.92,82.07,0,76.29,3.83
9/14/2023,14.27,78.4,0,76.89,4.17
9/15/2023,16.6,78.16,0,77.34,4.4
9/16/2023,10.85,77.01,0,77.23,3.65
9/17/2023,8.12,76.97,0,75.46,4.08
9/18/2023,10.35,72.22,0,76.25,3.58
9/19/2023,19.1,80.36,0,73.44,3.35
9/20/2023,15.35,77.06,0,75.12,4.77
9/21/2023,12.33,80.06,0,74.26,3.58
9/22/2023,11.98,83.3,0,72.95,3.71
9/23/2023,14.52,84.79,0,73.21,3.88
9/24/2023,9.9,83.19,0,71.64,3.4
9/25/2023,12.35,79.58,0,72.5,4.08
9/26/2023,16.56,78.28,0.2,75.05,4.08
9/27/2023,17.17,78.8,0,74.79,4.02
9/28/2023,19.83,78.4,6.2,75.58,3.46
9/29/2023,24.94,78.16,0,74.49,2.9
9/30/2023,29,81.62,0.2,72.95,3.12
