Date,Pm2.5,Precipitation,Days_since_last_precipitation,Humidity,Temperature,Wind Speed
2/21/2022,37.4,0,17,71.26,50.3,4.5
2/22/2022,59.92,0,18,74.61,52.29,4.6
2/23/2022,77.9,0,19,68.54,55.96,3.69
2/24/2022,69.85,0,20,70.21,57.05,3.96
2/25/2022,53.88,0,21,63.99,55.83,4.04
2/26/2022,35.88,0,22,63.63,56.34,4.27
2/27/2022,47.33,0,23,60.41,57.09,4.6
2/28/2022,52.77,0,24,65.54,57.31,3.98
3/1/2022,68.69,0,25,70.99,58.36,4.17
3/2/2022,76.25,0,26,67.33,58.59,4.66
3/3/2022,55.6,0,27,68.91,59.43,4.85
3/4/2022,52.54,0,28,57.51,60.2,4.19
3/5/2022,52.02,0,29,63.17,60.46,4.29
3/6/2022,58.21,0,30,69.06,62.26,3.58
3/7/2022,68.75,0,31,63.35,64.74,3.88
3/8/2022,58.02,0,32,55.12,65.41,3.96
3/9/2022,54.6,0,33,57.23,65.45,4.17
3/10/2022,56.42,0,34,65.29,65.19,4.96
3/11/2022,59.04,0,35,62.22,64.74,4.19
3/12/2022,57.65,0,36,62.11,65.52,4.52
3/13/2022,59.56,0,37,59.47,66.65,3.94
3/14/2022,58.35,0,38,59.49,68.75,3.81
3/15/2022,64.71,0,39,63.05,69.58,4.88
3/16/2022,67.29,2.6,40,70.4,68.75,4.35
3/17/2022,65.67,0,41,64.41,69.88,3.98
3/18/2022,68.96,0,42,59.14,71.11,3.96
3/19/2022,68.4,0,43,55.04,71,4.67
3/20/2022,65.25,0,44,58.46,71.05,4.3
3/21/2022,74.27,0,45,61.49,69.38,4.92
3/22/2022,69.06,0,46,64.74,68.79,4.29
3/23/2022,69.21,0,47,62.24,68.75,4.83
3/24/2022,64.92,0.4,48,61.28,68.42,4.31
3/25/2022,63.02,,0,49.08,69.02,5.83
3/26/2022,64.25,,0,43.67,68.34,4.5
3/27/2022,82.58,0,1,53.99,69.16,4.92
3/28/2022,113.73,0,2,64.38,69.09,4.94
3/29/2022,100.98,0,3,74.53,68.75,4.58
3/30/2022,93.02,0,4,82.48,68.82,3.96
3/31/2022,77.02,0,5,77.3,69.58,4.48
4/1/2022,79.33,0,6,79.9,70.21,3.69
4/2/2022,88.56,0,7,77.42,72.05,5.06
4/3/2022,56.88,0,8,65.98,72.46,4.52
4/4/2022,65.42,0,9,62.1,73.29,4.92
4/5/2022,65.85,0,10,59.34,72.88,4.71
4/6/2022,65.6,0,11,57,72.69,5.12
4/7/2022,68,0,12,64.31,71.41,5.58
4/8/2022,70.35,0,13,62.33,72.27,7.56
4/9/2022,75.54,0.4,14,75.24,68.86,3.42
4/10/2022,67.5,0.2,15,77.58,69.39,3.98
4/11/2022,55.62,0,16,72.92,72.39,4.42
4/12/2022,53.98,0,17,77.61,72.46,5.65
4/13/2022,59.94,1.2,18,75.24,72.88,4.58
4/14/2022,41.25,0.6,19,45.64,73.4,5.1
4/15/2022,43.38,0,20,37.87,73.29,4.27
4/16/2022,51.33,0,21,34.56,72.69,4.88
4/17/2022,59.83,0,22,33.52,71.9,5.29
4/18/2022,94.94,0,23,53.8,73.44,4.75
4/19/2022,106.81,0.8,24,69.52,70.62,4.9
4/20/2022,58.77,1.4,25,80.18,68,2.77
4/21/2022,46.92,0,26,70.67,72.28,4.75
4/22/2022,39.9,1,27,66.5,70.02,5.67
4/23/2022,46.6,0,28,51.76,72.16,4.71
4/24/2022,73.85,0.6,29,43.38,73.7,4.75
4/25/2022,98.33,0,30,47.93,73.66,3.71
4/26/2022,100.27,0,31,46,74.71,5.04
4/27/2022,72.81,0,32,54.88,74.08,4.88
4/28/2022,84.35,0,33,60.96,75.05,4.56
4/29/2022,66.31,1.2,34,74.61,68.71,3.9
4/30/2022,42.27,2.2,35,84.29,65.04,8.76
5/1/2022,36.02,0,36,70.49,71.26,3.58
5/2/2022,58.96,27.2,0,88.15,64.74,3.56
5/3/2022,31.98,0,1,74.21,70.25,4.94
5/4/2022,30.67,30.2,0,80.45,69.65,4.6
5/5/2022,19.25,3.6,1,74.97,70.25,4.43
5/6/2022,23.75,2,2,79.46,68.75,4.58
5/7/2022,25.33,7,0,80.63,69.12,4.1
5/8/2022,26.23,6,0,81.92,69.35,3.81
5/9/2022,29.23,0,1,70.06,71.75,3.46
5/10/2022,35.54,22.2,0,75.44,72.95,4.19
5/11/2022,24.48,7.4,0,83.8,70.44,3.35
5/12/2022,31.62,0,1,76.63,73.57,3.56
5/13/2022,31.4,10.8,0,74.96,74.38,4.6
5/14/2022,40.33,0,1,79.58,74.3,3.88
5/15/2022,56.73,7.2,0,88.22,72.58,2.4
5/16/2022,43.85,9.8,0,84.21,71.82,3.29
5/17/2022,38.73,0.4,1,60.09,75.61,6.42
5/18/2022,37.73,2,2,57.63,74.41,5.52
5/19/2022,41.83,4.4,3,65.1,75.12,5.48
5/20/2022,38.46,13.6,0,78.42,69.88,3.75
5/21/2022,31.04,0,1,73.74,72.2,4.6
5/22/2022,22.33,19.6,0,76.27,67.77,4.71
5/23/2022,26.67,4.2,1,77.99,68.56,3.79
5/24/2022,32.94,0,2,71.45,71.52,3.19
5/25/2022,34.98,36.2,0,88.61,65.98,3.04
5/26/2022,22.9,47.8,0,82.49,66.84,15.24
5/27/2022,27.92,0,1,79.13,70.44,3.54
5/28/2022,33.81,6.4,0,88.42,68.94,2.29
5/29/2022,40.77,1.6,1,85.24,71.38,5.29
5/30/2022,43.5,7.6,0,83.05,73.66,3.6
5/31/2022,37.92,7.8,0,88.67,71.56,2.79
10/1/2022,23.75,0,1,79.51,72.99,3.34
10/2/2022,20.56,0,2,75.43,73.4,3.42
10/3/2022,16.21,44.2,0,79.32,73.25,5.36
10/4/2022,10.85,21.6,0,92.32,68.94,2.1
10/5/2022,7.38,16.6,0,89.87,68.08,3.73
10/6/2022,6.92,45.6,0,98.73,64.92,2.31
10/7/2022,11.08,6.4,0,91.78,67.74,2.52
10/8/2022,10.06,0,1,81.12,69.99,3.71
10/9/2022,10.75,0,2,81.73,71.34,3.58
10/10/2022,11.6,0,3,81.79,69.65,3.71
10/11/2022,15.62,2.2,4,84.1,67.83,2.42
10/12/2022,12.02,0,5,80.48,69.76,3.77
10/13/2022,11.77,0.6,6,77.31,69.39,4
10/14/2022,10.4,0,7,77.64,68.49,3.6
10/15/2022,14.4,0,8,78.18,69.2,3.35
10/16/2022,18.33,0,9,65.29,67.29,4.25
10/17/2022,25.69,0,10,60.68,65.86,3.58
10/18/2022,22.23,0,11,72.76,64.7,3.42
10/19/2022,35.04,0,12,72.19,64.1,3.46
10/20/2022,30.62,0,13,71.07,64.25,3.23
10/21/2022,34.12,0,14,71.89,64.72,3.47
10/22/2022,29.27,0,15,62.75,64.49,3.89
10/23/2022,27.9,0,16,59.62,65.82,3.23
10/24/2022,30.08,0,17,65.57,65.75,3.69
10/25/2022,21.58,0,18,61.51,64.85,4.15
10/26/2022,22.33,0,19,71.53,64.32,3.35
10/27/2022,36.15,0,20,77.95,63.69,3.56
10/28/2022,37.69,0,21,76.81,63.76,3.21
10/29/2022,38.38,0,22,73.33,63.84,3.08
10/30/2022,32.25,0,23,70.44,63.91,3.08
10/31/2022,31.25,0,24,73.13,63.58,2.77
11/1/2022,28.5,0,25,73.02,63.28,3.15
11/2/2022,26.21,0,26,70.01,62.19,2.98
11/3/2022,25.1,0,27,67.22,62.04,2.96
11/4/2022,41.04,0,28,72.14,62.6,2.81
11/5/2022,39.5,0,29,71.58,63.12,3.15
11/6/2022,38.02,0,30,76.07,62.38,3.51
11/7/2022,32.12,0,31,77.95,62.22,3.6
11/8/2022,37.98,0,32,74.56,62.11,2.94
11/9/2022,38.1,0,33,70.69,62.94,3.04
11/10/2022,34.97,0,34,71.37,61.96,3.42
11/11/2022,39.35,0,35,74.16,60.54,3.31
11/12/2022,41.06,0,36,71.2,58.92,3.81
11/13/2022,39.12,0,37,74.71,58.1,2.96
11/14/2022,52.9,0,38,75.6,58.55,3.02
11/15/2022,54.1,0,39,76.6,58.89,3.33
11/16/2022,52.6,0,40,76.29,59,2.83
11/17/2022,46.81,0,41,76.76,57.99,3.1
11/18/2022,57.56,0,42,77.23,58.51,3.12
11/19/2022,55.52,0,43,73.02,59.3,2.9
11/20/2022,44.9,0,44,73.93,58.89,2.88
11/21/2022,39.92,0,45,72.85,57.95,3.42
11/22/2022,41.79,0,46,71.04,57.44,3.04
11/23/2022,47.5,0,47,76.33,57.35,2.92
11/24/2022,41.69,0,48,73.23,57.84,3.27
11/25/2022,54.31,0,49,69.76,59.19,2.96
11/26/2022,48.19,0,50,71.8,59.04,3.48
11/27/2022,41.29,0,51,72.96,58.4,3.33
11/28/2022,42,0,52,76.91,57.5,3.2
11/29/2022,45.25,0,53,75,57.54,3.24
11/30/2022,52.4,0,54,75.05,57.24,2.85
12/1/2022,45.92,0,55,72.93,56.3,2.92
12/2/2022,43.9,0,56,72.01,56.52,3
12/3/2022,46.62,0,57,73.25,56.19,2.92
12/4/2022,51.4,0,58,74.67,55.7,2.9
12/5/2022,44.19,0,59,74.38,55.48,2.96
12/6/2022,41.06,0,60,71.73,55.51,2.98
12/7/2022,45.1,0,61,73.33,55.02,3.2
12/8/2022,47.67,0,62,70.91,55.18,2.92
12/9/2022,47.71,0,63,72.86,55.18,3.35
12/10/2022,53.19,0,64,73.05,54.58,2.9
12/11/2022,56.6,0,65,69.45,54.65,3.3
12/12/2022,62.08,0,66,68.07,54.91,2.94
12/13/2022,80.27,0,67,72.12,54.31,3.21
12/14/2022,61.81,0,68,76.18,54.69,3.12
12/15/2022,62.33,0,69,74.53,54.88,2.92
12/16/2022,66.35,0,70,76.87,55.55,3.1
12/17/2022,73.54,0,71,76.12,55.06,2.81
12/18/2022,73.94,0,72,75.11,55.29,3.19
12/19/2022,63.6,0,73,75.18,54.16,3.27
12/20/2022,55.27,0,74,74.02,53.9,3.29
12/21/2022,59.83,0,75,76.2,54.31,3.04
12/22/2022,65.25,0,76,79.82,52.14,2.9
12/23/2022,61.6,0,77,72.68,52.59,2.9
12/24/2022,77.5,0,78,66.52,51.72,3
12/25/2022,74.81,0,79,66.41,51.76,3.38
12/26/2022,56.79,0,80,66.63,52.03,3.17
12/27/2022,63.54,0,81,63.9,50.34,3.19
12/28/2022,62.27,0,82,70.47,49.38,3.73
12/29/2022,89.04,0,83,73.97,48.95,2.73
12/30/2022,123.81,0,84,74.8,49.25,2.88
12/31/2022,92.29,0,85,74.2,49.25,2.94
1/1/2023,79.33,0,86,76.66,50.15,3
1/2/2023,79.96,0,87,77.38,50.08,2.73
1/3/2023,77.96,0,88,73.88,50.22,2.92
1/4/2023,76.62,0,89,71.63,49.46,3.09
1/5/2023,70.12,0,90,65.51,49.32,3.27
1/6/2023,89.25,0,91,61.43,50.79,3.35
1/7/2023,102.65,0,92,54.45,51.69,3.6
1/8/2023,93.46,0,93,51.54,52.18,3.02
1/9/2023,82.62,0,94,55.59,52.29,2.96
1/10/2023,79.54,0,95,60.72,52.78,3.1
1/11/2023,70.19,0,96,61.73,51.61,3.71
1/12/2023,64.79,0,97,65.75,51.61,3.62
1/13/2023,62.55,0,98,68.26,51.61,3.71
1/14/2023,60.58,0,99,61.86,51.46,4.65
1/15/2023,70.75,0,100,72.63,49.7,3.69
1/16/2023,73.46,0,101,75.35,49.02,3.4
1/17/2023,77.33,0,102,71.54,48.91,3.25
1/18/2023,74.96,0,103,69.75,48.39,3.56
1/19/2023,84.04,0,104,73.37,47.75,3.12
1/20/2023,112.58,0,105,71.74,50.6,3.12
1/21/2023,95.08,0,106,57.96,51.59,4.58
1/22/2023,70.38,0,107,48.64,52.29,4.38
1/23/2023,74.69,0,108,52.43,53.71,4.54
1/24/2023,80,0,109,61.07,55.21,4.85
1/25/2023,95.98,0,110,62.93,56.82,4.52
1/26/2023,87.27,0,111,63.92,56.45,4.31
1/27/2023,70.83,0,112,56.71,56.04,4.06
1/28/2023,66.71,0,113,55.7,55.06,3.9
1/29/2023,71.52,0,114,61.95,55.89,3.38
1/30/2023,119.42,0,115,68.11,56.75,2.35
1/31/2023,101.79,0,116,58.36,58.29,4.14
2/1/2023,73.21,0,117,55.43,56.75,3.79
2/2/2023,70.29,0,118,61.02,56.38,3.48
2/3/2023,68.65,0,119,63.06,56.26,3.46
2/4/2023,76.71,0,120,65.95,56.11,3.62
2/5/2023,74.25,0,121,65.33,55.7,3.85
2/6/2023,79.9,0,122,70.28,55.81,3.98
2/7/2023,67.25,0,123,60.49,55.1,3.69
2/8/2023,66.79,0,124,67.56,54.72,3.6
2/9/2023,72.71,0,125,72.18,54.95,3.85
2/10/2023,82.35,0,126,69.13,56.15,4.31
2/11/2023,80.21,0,127,60.39,57.54,4.54
2/12/2023,53.33,0,128,54.04,55.66,4.75
2/13/2023,57.92,0,129,62.74,54.05,4.52
2/14/2023,62.08,0,130,58.93,55.81,3.48
2/15/2023,51.79,0,131,53.02,59.64,3.9
2/16/2023,60.92,0,132,55.44,61.21,3.92
2/17/2023,70.46,0,133,59.74,60.2,5.59
2/18/2023,96.21,0,134,58.79,61.48,3.25
2/19/2023,70.04,0,135,59.77,61.55,3.83
2/20/2023,65.33,0,136,67.92,60.61,3.94
2/21/2023,86.54,0,137,70.48,61.21,3.35
2/22/2023,72.92,0,138,60.56,61.74,4.75
2/23/2023,73.75,0,139,65.57,61.18,4.73
2/24/2023,68.42,0,140,67.82,60.39,4.85
2/25/2023,77.96,0,141,71.6,60.05,4.75
2/26/2023,75.12,3,142,78.25,55.81,4.1
2/27/2023,70.17,0.2,143,71.35,57.5,3.73
2/28/2023,79.04,0,144,72.12,59.71,3.9
3/1/2023,93.5,0,145,70.79,61.44,3.75
3/2/2023,87.46,0,146,70.04,62.11,3.79
3/3/2023,83.25,0,147,71.96,63.46,4.35
3/4/2023,96.56,0,148,73.15,63.42,4.81
3/5/2023,83.65,0,149,68.42,64.14,4.17
3/6/2023,84.52,0,150,65.58,63.16,4.23
3/7/2023,70.98,0,151,58.62,63.42,4.12
3/8/2023,98.33,0.6,152,72.67,57.01,3.31
3/9/2023,69.71,0,153,56.34,61.25,4.27
3/10/2023,80.69,0,154,53.02,62.86,4.81
3/11/2023,91.48,0,155,63.69,59.71,5.67
3/12/2023,83.96,0,156,63.05,63.28,3.73
3/13/2023,113.17,0.4,157,67.71,63.01,5.3
3/14/2023,90.96,0,158,57.42,63.76,4.46
3/15/2023,37.58,0,159,56.18,61.85,3.58
3/16/2023,84.33,0,160,63.15,63.05,4.56
3/17/2023,95.73,5.4,0,74.18,60.01,3.65
3/18/2023,65.23,1.4,1,75.26,58.78,3.46
3/19/2023,38.33,19.2,0,75.3,59.64,5.27
3/20/2023,20.04,8.6,0,82.48,57.16,3.69
3/21/2023,17.42,0.6,1,77.27,58.36,3.02
3/22/2023,15.96,0,2,64.19,60.88,5.1
3/23/2023,33.71,0,3,67.06,61.89,5.17
3/24/2023,42.79,0,4,63.38,63.28,4.92
3/25/2023,47.75,0,5,59.42,63.01,5.08
3/26/2023,52.23,0,6,46.95,64.89,4.81
3/27/2023,46.88,0,7,48.83,64.62,5.21
3/28/2023,54.54,0,8,48.11,64.18,4.94
3/29/2023,77.4,0,9,50.68,64.89,4.4
3/30/2023,88.46,0,10,55.26,64.96,5.08
3/31/2023,87.1,8.8,0,80.18,57.76,4.58
4/1/2023,30.06,3.6,1,78.94,56.15,3.9
4/2/2023,24.96,9.4,0,76.34,58.55,4.21
4/3/2023,23.46,0,1,69.15,62.49,3.77
4/4/2023,35.98,1,2,64.52,63.12,4.87
4/5/2023,32.48,0,3,56.97,65.08,3.9
4/6/2023,55.88,0,4,50.43,66.31,4.15
4/7/2023,87.42,0,5,53.72,66.99,4.77
4/8/2023,94.31,0,6,51.95,67.48,4.56
4/9/2023,89.5,0,7,41.95,68.86,4.79
4/10/2023,73.62,0,8,41.95,68.75,4.15
4/11/2023,120.42,0,9,46.33,68.94,4.96
4/12/2023,137.88,0,10,46.14,70.21,4.1
4/13/2023,123.35,0,11,42.9,70.96,4.79
4/14/2023,98.35,0,12,48.63,71.94,3.96
4/15/2023,139.9,0,13,53.5,72.31,3.38
4/16/2023,123.69,0,14,42.32,72.42,4.12
4/17/2023,102.65,0,15,39.73,73.62,4.5
4/18/2023,117.42,0,16,38.32,74.68,4.83
4/19/2023,118.44,0,17,40.18,75.12,4.21
4/20/2023,96.67,0,18,37.56,75.73,5.33
4/21/2023,70.9,1.2,19,50.5,67.92,4.54
4/22/2023,56.4,0,20,43.61,69.73,4.52
4/23/2023,81,9,0,57.61,65.41,6.75
4/24/2023,44.5,4,1,80.01,58.1,3.5
4/25/2023,49.62,0,2,69.89,61.51,3.4
4/26/2023,54.27,0,3,61.33,66.73,4.69
4/27/2023,82.62,0,4,60.93,67.66,4.08
4/28/2023,121.25,0,5,56.67,70.36,5.12
5/2/2023,41.73,1,6,84.04,60.72,2
5/3/2023,37.56,5.8,0,80.96,62.82,2.52
5/4/2023,32.44,6.6,0,89.5,59.64,2.21
5/5/2023,30.9,0,1,69.34,67.36,4.29
5/6/2023,31.85,0,2,60.83,71.15,3.9
5/7/2023,38.54,0,3,55.31,71.86,4.77
5/8/2023,39.88,0,4,47.98,72.24,4.73
5/9/2023,45.25,0,5,41.32,72.9,4.62
5/10/2023,49.17,0,6,36.67,72.01,5.81
5/11/2023,51.15,0,7,36.64,71.45,4.69
5/12/2023,67.79,0,8,48.54,72.61,4.81
5/13/2023,71.06,0,9,59.99,74.38,4.46
5/14/2023,60.54,19,0,66.81,70.7,5.17
5/15/2023,31.33,0.6,1,67.62,69.69,4.19
5/16/2023,37.79,2.2,2,70.13,70.7,3.69
5/17/2023,48.67,44,0,78.7,67.36,5.03
5/18/2023,40.21,12.4,0,80.22,69.09,3.85
5/19/2023,35.92,1.6,1,68.75,68.86,5.33
5/20/2023,28.65,2.8,2,67.35,68.82,4.65
5/21/2023,35.1,0,3,68.11,71.52,3.94
5/22/2023,53.08,0,4,70.95,74.3,4.31
5/23/2023,45.17,0,5,72.3,72.05,3.81
5/24/2023,29.19,0,6,70.71,71.94,4.58
5/25/2023,21.31,6.2,0,82.88,65.86,3.5
5/26/2023,18.06,28.4,0,74.56,69.12,4.19
5/27/2023,16.75,9.6,0,78.29,67.96,4.73
5/28/2023,23.42,0,1,73.63,69.61,3.69
5/29/2023,29.02,0,2,70.36,73.51,3.4
5/30/2023,30.65,0,3,61.73,76.59,3.77
5/31/2023,29.71,0,4,56.95,77.56,4.35
10/1/2023,27.02,9.2,0,85.03,72.84,3.02
10/2/2023,16.23,19.6,0,93.47,69.73,2.48
10/3/2023,16.83,7.4,0,93.27,69.99,2.9
